amortize
impaired
amortized
amortizes
provision
asset cost
asset loan
cost asset
cost cover
cost hedge
cover cost
cover loss
credit pay
debt hedge
depreciate
hedge cost
hedge debt
hedge loss
hedge risk
impairment
impairment
loan asset
loss cover
loss hedge
pay credit
provisions
risk hedge
asset costs
asset lease
asset loans
assets cost
assets loan
cost assets
cost covers
cost credit
cost hedges
costs asset
costs cover
costs hedge
cover costs
covers cost
covers loss
credit cost
credit debt
credit loss
credit pays
credit risk
credits pay
debt credit
debt hedges
debts hedge
depreciated
depreciates
hedge costs
hedge debts
hedge lease
hedge risks
hedged risk
hedges cost
hedges debt
hedges loss
hedges risk
impairments
impairments
lease asset
lease hedge
loan assets
loans asset
loss covers
loss credit
loss hedges
pay credits
pays credit
risk credit
risk hedged
risk hedges
risks hedge
amortization
amortize dac
asset leased
asset leases
assets costs
assets lease
assets loans
capital risk
capital risk
closing cost
closing sale
closure cost
cost closing
cost closure
cost credits
costs assets
costs covers
costs credit
costs hedges
cover losses
covers costs
credit costs
credit debts
credit payed
credit risks
credits cost
credits debt
credits loss
credits pays
credits risk
dac amortize
debt credits
debts credit
debts hedges
depreciation
dilute value
goodwill tax
hedge leased
hedge leases
hedge losses
hedged lease
hedged risks
hedges costs
hedges debts
hedges lease
hedges risks
lease assets
lease hedged
lease hedges
leased asset
leased hedge
leases asset
leases hedge
loans assets
loss credits
losses cover
losses hedge
payed credit
pays credits
risk capital
risk capital
risk credits
risks credit
risks hedged
risks hedges
sale closing
tax goodwill
value dilute
limit credit
amortizations
amortize cost
amortize dacs
amortize debt
amortize loan
amortize long
amortize note
amortize term
amortize year
amortized dac
amortizes dac
asset expense
asset leasing
asset payment
assets leased
assets leases
capital lease
capital lease
capital risks
capital risks
capitals risk
capitals risk
cash impaired
closing costs
closing sales
closings cost
closings sale
closure costs
closures cost
cost amortize
cost closings
cost closures
cost goodwill
cost impaired
costs closing
costs closure
costs credits
covers losses
credit impair
credit impair
credit losses
credit mature
credits costs
credits debts
credits payed
credits risks
dac amortized
dac amortizes
dacs amortize
debt amortize
debt impaired
debt invested
debt recovery
debts credits
depreciations
depreciations
dilute values
dilutes value
expense asset
expense value
flow impaired
goodwill cost
goodwills tax
growth impair
hedged leased
hedged leases
hedges leased
hedges leases
hedges losses
impair credit
impair credit
impair growth
impaired cash
impaired cost
impaired debt
impaired flow
impaired loan
impaired loss
invested debt
invested loan
lease capital
lease capital
leased assets
leased hedged
leased hedges
leases assets
leases hedged
leases hedges
leasing asset
loan amortize
loan impaired
loan invested
long amortize
loss impaired
losses covers
losses credit
losses hedges
mature credit
note amortize
payed credits
payment asset
provision tax
recovery debt
risk capitals
risk capitals
risks capital
risks capital
risks credits
sale closings
sales closing
tax goodwills
tax provision
term amortize
value dilutes
value expense
values dilute
year amortize
limit credits
amortize asset
amortize asset
amortize costs
amortize debts
amortize lease
amortize loans
amortize notes
amortize terms
amortize years
amortized cost
amortized dacs
amortized debt
amortized flow
amortized loan
amortized long
amortized note
amortized rent
amortized term
amortized year
amortizes cost
amortizes dacs
amortizes debt
amortizes loan
amortizes long
amortizes note
amortizes term
amortizes year
asset amortize
asset amortize
asset discount
asset disposed
asset impaired
asset impaired
asset interest
asset leasings
asset maturity
asset mortgage
asset payments
assets expense
assets leasing
assets payment
bank provision
capital leased
capital leased
capital leases
capital leases
capitals lease
capitals lease
capitals risks
capitals risks
cash provision
closings costs
closings sales
closures costs
code provision
cost amortized
cost amortizes
cost goodwills
cost provision
costs amortize
costs closings
costs closures
costs goodwill
costs impaired
credit expense
credit impairs
credit impairs
credit matured
credit matures
credit payable
credit payment
credits impair
credits impair
credits losses
credits mature
dacs amortized
dacs amortizes
debt amortized
debt amortizes
debt inventory
debt provision
debts amortize
debts impaired
debts invested
debts recovery
dilutes values
discount asset
discount value
disposed asset
expense assets
expense credit
expense impair
expense values
expenses value
fee investment
flow provision
flows impaired
goodwill costs
goodwill taxes
goodwills cost
growth impairs
growths impair
hedge mortgage
impair credits
impair credits
impair expense
impair growths
impaired asset
impaired asset
impaired costs
impaired debts
impaired flows
impaired lease
impaired loans
impairs credit
impairs credit
impairs growth
interest asset
inventory debt
inventory loan
invest payable
invested debts
invested loans
investment fee
lease amortize
lease capitals
lease capitals
lease impaired
leased capital
leased capital
leases capital
leases capital
leasing assets
leasings asset
loan amortized
loan amortizes
loan inventory
loan provision
loans amortize
loans impaired
loans invested
long amortized
long amortizes
losses credits
mature credits
matured credit
matures credit
maturity asset
maturity value
mortgage asset
mortgage hedge
note amortized
note amortizes
notes amortize
payable credit
payable invest
payment assets
payment credit
payments asset
provision bank
provision cash
provision code
provision cost
provision debt
provision flow
provision loan
provision sale
provision taxe
provisions tax
recovery debts
risks capitals
risks capitals
sale provision
sales closings
tax provisions
taxes goodwill
term amortized
term amortizes
terms amortize
value discount
value expenses
value maturity
values dilutes
values expense
year amortized
year amortizes
years amortize
amortize assets
amortize assets
amortize leases
amortize remain
amortized asset
amortized asset
amortized costs
amortized debts
amortized flows
amortized lease
amortized loans
amortized notes
amortized rents
amortized terms
amortized years
amortizes asset
amortizes asset
amortizes costs
amortizes debts
amortizes lease
amortizes loans
amortizes notes
amortizes terms
amortizes years
asset amortized
asset amortized
asset amortizes
asset amortizes
asset discounts
asset interests
asset liability
asset mortgages
asset provision
asset provision
assets amortize
assets amortize
assets discount
assets disposed
assets impaired
assets impaired
assets interest
assets leasings
assets maturity
assets mortgage
assets payments
bank provisions
banks provision
book depreciate
bylaw provision
capital deficit
capital deficit
capital expense
capital expense
capitals leased
capitals leased
capitals leases
capitals leases
cash provisions
cashes impaired
claim provision
code provisions
codes provision
cost impairment
cost impairment
cost intangible
cost provisions
costs amortized
costs amortizes
costs goodwills
costs provision
credit expenses
credit impaired
credit impaired
credit payments
credits expense
credits impairs
credits impairs
credits matured
credits matures
credits payable
credits payment
debt impairment
debt impairment
debt investment
debt provisions
debt recoveries
debts amortized
debts amortizes
debts inventory
debts provision
deficit capital
deficit capital
depreciate book
depreciate life
development tax
discount assets
discount values
discounts asset
discounts value
disposed assets
expense capital
expense capital
expense credits
expense impairs
expenses credit
expenses impair
expenses values
fair impairment
fair impairment
fee investments
fees investment
flow impairment
flow impairment
flow provisions
flows provision
goodwill impair
goodwill impair
goodwills costs
goodwills taxes
growths impairs
hedge liability
hedge mortgages
hedges mortgage
impair expenses
impair goodwill
impair goodwill
impaired assets
impaired assets
impaired cashes
impaired credit
impaired credit
impaired income
impaired leases
impaired losses
impairment cost
impairment cost
impairment debt
impairment debt
impairment fair
impairment fair
impairment flow
impairment flow
impairment loan
impairment loan
impairment loss
impairment loss
impairment risk
impairment risk
impairment step
impairment step
impairs credits
impairs credits
impairs expense
impairs growths
income impaired
intangible cost
interest assets
interests asset
inventory debts
inventory loans
invest mortgage
investment debt
investment fees
investments fee
invests payable
lease amortized
lease amortizes
lease provision
leased capitals
leased capitals
leases amortize
leases capitals
leases capitals
leases impaired
leasings assets
liability asset
liability hedge
life depreciate
loan impairment
loan impairment
loan provisions
loan unimpaired
loans amortized
loans amortizes
loans inventory
loans provision
loss impairment
loss impairment
losses impaired
matured credits
matures credits
maturity assets
maturity values
mortgage assets
mortgage hedges
mortgage invest
mortgages asset
mortgages hedge
notes amortized
notes amortizes
payable credits
payable invests
payment credits
payments assets
payments credit
provision asset
provision asset
provision banks
provision bylaw
provision claim
provision codes
provision costs
provision debts
provision flows
provision lease
provision loans
provision sales
provision stock
provision taxes
provision value
provision value
provision write
provisional tax
provisions bank
provisions cash
provisions code
provisions cost
provisions debt
provisions flow
provisions loan
provisions sale
provisions taxe
recoveries debt
remain amortize
risk impairment
risk impairment
sale provisions
sales provision
step impairment
step impairment
stock provision
tax development
tax provisional
taxes goodwills
taxes provision
terms amortized
terms amortizes
unimpaired loan
value discounts
value provision
value provision
values discount
values expenses
values maturity
write provision
years amortized
years amortizes
goodwill impair
goodwill impair
lease amortized
